,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
2572,NMB1332,NGO_0572,98.167,491,9,0,1,491,1,491,0.0,962.0,495,0.9919191919191919,<=>
2573,NMB1333,NGO_0571,95.681,602,18,2,1,597,1,599,0.0,1144.0,597,1.0083752093802345,<=>
2575,NMB1335,NGO_0570,93.583,187,12,0,1,187,1,187,2.2900000000000003e-129,357.0,187,1.0,<=>
2576,NMB1336,NGO_0569,98.361,183,3,0,1,183,1,183,4.49e-136,374.0,183,1.0,<=>
2577,NMB1337,NGO_0568,96.053,152,6,0,1,152,1,152,1.98e-108,301.0,152,1.0,<=>
2578,NMB1338,NGO_0567,94.521,219,12,0,1,219,1,219,1.1099999999999999e-152,419.0,219,1.0,<=>
2579,NMB1339,NGO_0566,96.848,571,18,0,1,571,1,571,0.0,1140.0,571,1.0,<=>
2582,NMB1341,NGO_0565,99.55,888,4,0,1,888,1,888,0.0,1841.0,888,1.0,<=>
2584,NMB1342,NGO_0564,96.089,537,13,3,1,536,1,530,0.0,1005.0,536,1.001865671641791,<=>
2588,NMB1343,NGO_0563,97.938,97,2,0,50,146,1,97,4.5900000000000003e-66,192.0,146,0.6643835616438356,<=>
2589,NMB1344,NGO_0562,99.16,595,5,0,1,595,1,595,0.0,1185.0,595,1.0,<=>
2594,NMB1345,NGO_0561,94.141,512,30,0,1,512,1,512,0.0,987.0,517,0.9903288201160542,<=>
2595,NMB1347,NGO_0671,98.855,262,3,0,1,262,1,262,0.0,534.0,262,1.0,<=>
2597,NMB1348,NGO_0670,92.647,272,20,0,1,272,1,272,0.0,519.0,272,1.0,<=>
2598,NMB1349,NGO_0669,82.867,286,46,2,1,286,8,290,7.12e-173,475.0,286,1.0,<=>
2599,NMB1351,NGO_0668,95.227,419,20,0,1,419,1,419,0.0,815.0,419,1.0,<=>
2601,NMB1352,NGO_0666,86.207,145,18,2,1,145,1,143,8.36e-87,246.0,145,1.0,<=>
2602,NMB1353,NGO_0665,97.098,448,13,0,1,448,1,448,0.0,892.0,448,1.0,<=>
2605,NMB1354,NGO_0664,99.083,218,2,0,1,218,1,218,1.04e-149,411.0,218,1.0,<=>
2606,NMB1355,NGO_0663,95.876,97,4,0,1,97,1,97,6.0500000000000006e-64,184.0,97,1.0,<=>
2607,NMB1356,NGO_0662,96.473,482,17,0,1,482,1,482,0.0,956.0,482,1.0,<=>
2608,NMB1357,NGO_0661,96.141,311,12,0,1,311,1,311,0.0,625.0,311,1.0,<=>
2609,NMB1358,NGO_0660,96.436,477,17,0,1,477,1,477,0.0,943.0,477,1.0,<=>
2610,NMB1359,NGO_0659,94.362,337,19,0,1,337,1,337,0.0,659.0,337,1.0,<=>
2614,NMB1360,NGO_0658,97.156,211,6,0,1,211,1,211,1.53e-153,420.0,211,1.0,<=>
2615,NMB1361,NGO_0657,96.0,350,14,0,2,351,1,350,0.0,681.0,351,0.9971509971509972,<=>
2618,NMB1362,NGO_0656,98.249,514,9,0,1,514,1,514,0.0,1008.0,514,1.0,<=>
2619,NMB1363,NGO_0655,93.142,452,31,0,1,452,1,452,0.0,862.0,452,1.0,<=>
2620,NMB1364,NGO_0654,95.076,264,13,0,11,274,1,264,0.0,519.0,274,0.9635036496350365,<=>
2622,NMB1365,NGO_0653,93.038,158,11,0,1,158,1,158,2.01e-108,301.0,158,1.0,<=>
2623,NMB1366,NGO_0652,95.495,111,5,0,1,111,1,111,3.43e-76,216.0,111,1.0,<=>
2627,NMB1367,NGO_0651,96.203,316,12,0,40,355,1,316,0.0,630.0,355,0.8901408450704226,<=>
2629,NMB1368,NGO_0650,96.76,463,15,0,1,463,1,463,0.0,913.0,463,1.0,<=>
2634,NMB1369,NGO_0648,97.297,185,5,0,1,185,1,185,1.78e-131,362.0,185,1.0,<=>
2635,NMB1370,NGO_0647,96.407,167,6,0,21,187,1,167,3.65e-117,325.0,187,0.893048128342246,<=>
2636,NMB1371,NGO_0646,94.177,395,23,0,1,395,1,395,0.0,773.0,399,0.9899749373433584,<=>
2639,NMB1372,NGO_0645,93.976,415,25,0,1,415,1,415,0.0,787.0,415,1.0,<=>
2643,NMB1373,NGO_0644,92.742,124,9,0,1,124,1,124,1.83e-85,241.0,124,1.0,<=>
2644,NMB1374,NGO_0642,95.425,306,14,0,3,308,2,307,0.0,598.0,308,0.9935064935064936,<=>
2645,NMB1377,NGO_0639,98.465,391,6,0,1,391,1,391,0.0,795.0,391,1.0,<=>
2646,NMB1378,NGO_0637,97.987,149,3,0,1,149,1,149,6.9400000000000005e-109,302.0,149,1.0,<=>
2648,NMB1379,NGO_0636,94.815,405,21,0,1,405,1,405,0.0,796.0,405,1.0,<=>
2649,NMB1380,NGO_0633,98.45,129,2,0,1,129,1,129,7.7e-93,260.0,129,1.0,<=>
2650,NMB1381,NGO_0632,98.131,107,2,0,21,127,1,107,2.79e-76,217.0,127,0.84251968503937,<=>
2652,NMB1382,NGO_03320,96.875,64,2,0,1,64,1,64,1.12e-41,126.0,74,0.8648648648648649,<=>
2653,NMB1383,NGO_0630,94.915,118,6,0,50,167,1,118,5.25e-81,231.0,167,0.7065868263473054,<=>
2654,NMB1384,NGO_0629,97.819,917,20,0,1,917,1,917,0.0,1833.0,917,1.0,<=>
2656,NMB1386,NGO_00200,79.661,118,22,1,35,152,8,123,6.88e-66,192.0,152,0.7763157894736842,<=>
2659,NMB1387,NGO_0720,89.13,46,5,0,1,46,1,46,2.5800000000000002e-26,92.0,184,0.25,<=>
2660,NMB1388,NGO_0719,98.725,549,7,0,1,549,1,549,0.0,1121.0,549,1.0,<=>
2662,NMB1389,NGO_0718,97.88,283,6,0,1,283,1,283,0.0,565.0,283,1.0,<=>
2664,NMB1390,NGO_0717,93.313,329,22,0,1,329,1,329,0.0,614.0,329,1.0,<=>
2665,NMB1391,NGO_0716,96.983,232,7,0,1,232,1,232,1.3099999999999999e-170,465.0,232,1.0,<=>
2666,NMB1392,NGO_0715,95.643,482,21,0,1,482,1,482,0.0,956.0,482,1.0,<=>
2667,NMB1393,NGO_0714,97.876,612,13,0,1,612,1,612,0.0,1239.0,612,1.0,<=>
2669,NMB1394,NGO_0713,95.775,213,9,0,1,213,1,213,1.94e-148,407.0,213,1.0,<=>
2670,NMB1395,NGO_1442,28.274,336,217,12,9,338,11,328,9.06e-29,110.0,347,0.968299711815562,->
2672,NMB1396,NGO_0710,94.524,347,19,0,4,350,1,347,0.0,687.0,350,0.9914285714285714,<=>
2674,NMB1397,NGO_03735,98.182,55,1,0,1,55,1,55,8.880000000000001e-35,108.0,61,0.9016393442622951,<=>
2675,NMB1399,NGO_10180,85.567,97,14,0,1,97,12,108,2.93e-57,178.0,325,0.29846153846153844,->
2690,NMB1400,NGO_2137,37.981,208,113,8,520,718,43,243,3.74e-31,119.0,743,0.27994616419919244,->
2717,NMB1401,NGO_1256,74.302,179,46,0,1,179,1,179,9.179999999999999e-82,237.0,180,0.9944444444444445,->
2735,NMB1411,NGO_1302,80.275,218,43,0,1,218,1,218,2.11e-113,319.0,218,1.0,<=>
2753,NMB1416,NGO_0158,96.074,866,34,0,1,866,1,866,0.0,1698.0,868,0.9976958525345622,<=>
2754,NMB1417,NGO_0156,94.34,265,15,0,1,265,1,265,0.0,532.0,265,1.0,<=>
2755,NMB1418,NGO_0154,95.172,290,14,0,1,290,5,294,0.0,569.0,290,1.0,<=>
2757,NMB1419,NGO_0153,96.648,179,6,0,1,179,1,179,4.01e-126,348.0,179,1.0,<=>
2758,NMB1420,NGO_0152,90.0,80,8,0,1,80,31,110,1.53e-49,147.0,80,1.0,<=>
2759,NMB1421,NGO_0151,92.47,332,25,0,1,332,1,332,0.0,637.0,337,0.9851632047477745,<=>
2762,NMB1422,NGO_0149,96.288,458,17,0,1,458,1,458,0.0,888.0,458,1.0,<=>
2766,NMB1423,NGO_1499,98.103,369,7,0,1,369,1,369,0.0,750.0,376,0.9813829787234043,->
2767,NMB1425,NGO_1454,98.016,504,10,0,1,504,1,504,0.0,1027.0,504,1.0,<=>
2768,NMB1426,NGO_1455,95.813,406,17,0,1,406,1,406,0.0,785.0,418,0.9712918660287081,<=>
2769,NMB1427,NGO_07690,96.61,59,2,0,2,60,9,67,1.3799999999999999e-38,118.0,60,0.9833333333333333,<=>
2770,NMB1428,NGO_1456,95.326,599,28,0,1,599,1,599,0.0,1170.0,599,1.0,<=>
2771,NMB1429,NGO_1812,42.537,402,169,12,1,393,1,349,1.02e-87,266.0,393,1.0229007633587786,->
2772,NMB1430,NGO_0899,98.742,159,2,0,1,159,1,159,1.59e-110,307.0,159,1.0,<=>
2774,NMB1432,NGO_0900,95.622,434,19,0,1,434,1,434,0.0,846.0,434,1.0,<=>
2775,NMB1433,NGO_0901,97.753,178,4,0,1,178,1,178,1e-130,360.0,178,1.0,<=>
2777,NMB1434,NGO_0902,98.035,509,10,0,1,509,18,526,0.0,1023.0,509,1.0,<=>
2778,NMB1435,NGO_0903,94.85,466,24,0,1,466,1,466,0.0,857.0,469,0.9936034115138592,<=>
2781,NMB1436,NGO_0904,96.154,260,10,0,1,260,1,260,0.0,526.0,260,1.0,<=>
2783,NMB1437,NGO_0905,97.436,234,6,0,1,234,1,234,2.16e-172,469.0,234,1.0,<=>
2785,NMB1438,NGO_0906,99.175,485,4,0,1,485,1,485,0.0,1006.0,485,1.0,<=>
2787,NMB1439,NGO_0748,97.531,162,4,0,1,162,1,162,2.86e-115,319.0,162,1.0,<=>
2788,NMB1440,NGO_0747,92.444,225,17,0,1,225,1,225,2.0800000000000003e-160,440.0,238,0.9453781512605042,<=>
2789,NMB1441,NGO_0746,98.206,223,4,0,1,223,1,223,6.070000000000001e-163,445.0,223,1.0,<=>
2790,NMB1442,NGO_0744,94.385,659,37,0,1,659,1,659,0.0,1278.0,659,1.0,<=>
2791,NMB1443,NGO_0743,91.011,712,53,4,1,705,1,708,0.0,1277.0,705,1.0099290780141843,<=>
2795,NMB1444,NGO_0742,99.107,112,1,0,1,112,1,112,8.46e-78,221.0,112,1.0,<=>
2796,NMB1445,NGO_0741,99.14,349,3,0,1,349,1,349,0.0,706.0,349,1.0,<=>
2797,NMB1446,NGO_0740,91.373,255,22,0,1,255,1,255,3.96e-175,478.0,255,1.0,<=>
2798,NMB1447,NGO_0739,96.875,672,21,0,1,672,1,672,0.0,1352.0,672,1.0,<=>
2801,NMB1448,NGO_0738,97.742,310,7,0,1,310,1,310,0.0,627.0,319,0.9717868338557993,<=>
2802,NMB1450,NGO_0734,97.692,260,6,0,1,260,1,260,0.0,530.0,260,1.0,<=>
2804,NMB1451,NGO_0973,28.877,187,106,9,32,204,7,180,4.21e-12,62.0,471,0.3970276008492569,->
2805,NMB1452,NGO_1024,96.978,364,11,0,1,364,1,364,0.0,727.0,380,0.9578947368421052,<=>
2806,NMB1453,NGO_1025,97.561,164,4,0,1,164,1,164,9.36e-120,331.0,164,1.0,<=>
2807,NMB1454,NGO_1026,97.595,499,12,0,1,499,1,499,0.0,1012.0,499,1.0,<=>
2808,NMB1456,NGO_1027,88.06,67,7,1,1,66,1,67,4.13e-34,107.0,66,1.0151515151515151,<=>
2809,NMB1457,NGO_1028,97.121,660,19,0,1,660,1,660,0.0,1336.0,660,1.0,<=>
2812,NMB1458,NGO_1029,97.408,463,12,0,1,463,1,463,0.0,927.0,463,1.0,<=>
2815,NMB1459,NGO_1030,97.727,308,7,0,1,308,1,308,0.0,597.0,308,1.0,<=>
2816,NMB1460,NGO_1031,98.857,175,2,0,1,175,1,175,2.4400000000000003e-129,356.0,175,1.0,<=>
2817,NMB1461,NGO_1032,96.095,461,18,0,2,462,1,461,0.0,828.0,462,0.9978354978354979,<=>
2819,NMB1462,NGO_1033,97.596,208,5,0,1,208,1,208,5.2299999999999995e-152,416.0,208,1.0,<=>
2821,NMB1464,NGO_1210,47.917,48,25,0,34,81,61,108,3.22e-10,51.2,164,0.2926829268292683,<=>
2822,NMB1466,NGO_1040,91.803,244,19,1,1,244,1,243,1.95e-166,455.0,244,1.0,<=>
2828,NMB1467,NGO_1041,97.614,503,12,0,1,503,1,503,0.0,1019.0,503,1.0,<=>
2829,NMB1468,NGO_1043,90.435,115,4,1,1,108,1,115,4.95e-19,72.0,108,1.0648148148148149,<=>
2831,NMB1470,NGO_1044,92.308,182,14,0,1,182,1,182,3.11e-127,351.0,182,1.0,<=>
2832,NMB1471,NGO_1045,96.142,337,13,0,1,337,1,337,0.0,672.0,337,1.0,<=>
2833,NMB1472,NGO_1046,98.721,860,11,0,1,860,1,860,0.0,1705.0,860,1.0,<=>
2837,NMB1473,NGO_1047,98.272,405,7,0,1,405,1,405,0.0,828.0,405,1.0,<=>
2840,NMB1474,NGO_1048,97.143,70,2,0,1,70,1,70,2.32e-44,133.0,70,1.0,<=>
2841,NMB1475,NGO_1049,96.283,269,10,0,1,269,1,269,0.0,545.0,269,1.0,<=>
2842,NMB1476,NGO_1358,33.246,382,236,7,12,376,20,399,7.97e-54,181.0,422,0.9052132701421801,->
2843,NMB1479,NGO_1053,94.805,154,8,0,1,154,1,154,2.73e-97,273.0,154,1.0,<=>
2844,NMB1480,NGO_1054,85.185,54,8,0,1,54,1,54,1.47e-29,94.7,54,1.0,<=>
2845,NMB1481,NGO_05505,88.889,45,5,0,1,45,1,45,2.4399999999999999e-23,78.2,45,1.0,<=>
2846,NMB1482,NGO_1055,98.137,161,3,0,1,161,1,161,1.0799999999999999e-120,333.0,161,1.0,<=>
2848,NMB1483,NGO_1056,91.829,257,18,2,163,416,82,338,5.96e-149,422.0,416,0.6177884615384616,<=>
2854,NMB1484,NGO_1058,89.157,249,27,0,1,249,1,249,1.2e-173,474.0,249,1.0,<=>
2855,NMB1485,NGO_1059,97.881,519,11,0,1,519,1,519,0.0,1024.0,519,1.0,<=>
2858,NMB1486,NGO_05530,93.617,47,3,0,1,47,1,47,1.34e-28,91.7,47,1.0,<=>
2859,NMB1487,NGO_1060,98.077,260,5,0,1,260,1,260,0.0,516.0,263,0.9885931558935361,<=>
2860,NMB1488,NGO_1061,93.724,478,30,0,1,478,1,478,0.0,893.0,478,1.0,<=>
2863,NMB1493,NGO_1064,97.983,694,14,0,1,694,1,694,0.0,1366.0,694,1.0,<=>
2864,NMB1494,NGO_1065,98.462,65,1,0,1,65,1,65,9.92e-46,136.0,65,1.0,<=>
2865,NMB1496,NGO_0389,34.459,148,74,3,34,181,121,245,3.98e-18,75.5,187,0.7914438502673797,->
2868,NMB1497,NGO_0952,96.208,923,34,1,1,922,1,923,0.0,1828.0,922,1.0010845986984815,<=>
2871,NMB1498,NGO_0956,98.768,406,5,0,1,406,1,406,0.0,810.0,406,1.0,<=>
2873,NMB1499,NGO_0958,95.062,243,12,0,1,243,1,243,1.0000000000000001e-163,448.0,243,1.0,<=>
2875,NMB1500,NGO_0959,98.065,155,3,0,1,155,1,155,1.19e-107,300.0,155,1.0,<=>
2876,NMB1501,NGO_0960,96.911,259,8,0,1,259,1,259,0.0,518.0,259,1.0,<=>
2878,NMB1504,NGO_0961,93.684,285,18,0,1,285,1,285,0.0,541.0,285,1.0,<=>
2879,NMB1505,NGO_0962,97.519,403,10,0,1,403,1,403,0.0,813.0,403,1.0,<=>
2880,NMB1506,NGO_0963,96.335,573,21,0,1,573,1,573,0.0,1101.0,573,1.0,<=>
2882,NMB1509,NGO_0968,99.197,249,2,0,1,249,1,249,3.38e-180,491.0,249,1.0,<=>
2886,NMB1510,NGO_0969,95.982,224,9,0,11,234,1,224,2.06e-158,434.0,234,0.9572649572649573,<=>
2887,NMB1511,NGO_0970,98.661,224,3,0,1,224,1,224,1.4700000000000002e-163,446.0,224,1.0,<=>
2888,NMB1512,NGO_0971,99.379,161,1,0,1,161,1,161,7.93e-117,323.0,161,1.0,<=>
2889,NMB1513,NGO_0972,92.609,230,17,0,1,230,1,230,9.67e-158,432.0,230,1.0,<=>
2890,NMB1514,NGO_0973,90.612,245,23,0,1,245,1,245,1.11e-165,454.0,245,1.0,<=>
2891,NMB1515,NGO_0974,97.483,437,11,0,1,437,1,437,0.0,845.0,437,1.0,<=>
2892,NMB1516,NGO_0975,96.774,62,2,0,2,63,1,62,3.3599999999999998e-40,122.0,63,0.9841269841269841,<=>
2893,NMB1517,NGO_0976,95.0,100,5,0,1,100,1,100,1.0899999999999999e-67,194.0,100,1.0,<=>
2894,NMB1518,NGO_0977,98.997,399,4,0,1,399,1,399,0.0,798.0,399,1.0,<=>
2896,NMB1519,NGO_0978,98.671,602,8,0,1,602,1,602,0.0,1208.0,602,1.0,<=>
2897,NMB1521,NGO_0980,97.048,271,8,0,6,276,1,271,0.0,536.0,276,0.9818840579710145,<=>
2899,NMB1522,NGO_0981,96.273,161,6,0,1,161,1,161,6.65e-111,308.0,161,1.0,<=>
2900,NMB1524,NGO_0984,96.93,456,14,0,1,456,1,456,0.0,906.0,456,1.0,<=>
2903,NMB1526,NGO_0986,99.329,149,1,0,1,149,1,149,2.95e-109,303.0,149,1.0,<=>
2904,NMB1527,NGO_0987,96.142,337,13,0,1,337,1,337,0.0,669.0,337,1.0,<=>
2906,NMB1528,NGO_0988,94.024,251,15,0,20,270,1,251,3.1e-178,487.0,270,0.9296296296296296,<=>
2907,NMB1530,NGO_0991,95.288,382,18,0,1,382,1,382,0.0,756.0,382,1.0,<=>
2908,NMB1531,NGO_0992,94.686,207,11,0,1,207,1,207,1.21e-141,390.0,207,1.0,<=>
2909,NMB1532,NGO_0993,90.588,170,16,0,1,170,1,170,2.4500000000000002e-117,325.0,170,1.0,<=>
2910,NMB1533,NGO_0994,98.37,184,3,0,1,184,1,184,3.15e-131,361.0,184,1.0,<=>
2911,NMB1534,NGO_05205,97.778,45,1,0,1,45,1,45,1.82e-28,91.3,47,0.9574468085106383,<=>
2912,NMB1536,NGO_0996,98.364,917,15,0,1,917,1,917,0.0,1870.0,917,1.0,<=>
2914,NMB1537,NGO_0998,96.447,591,21,0,1,591,1,591,0.0,1181.0,591,1.0,<=>
2915,NMB1538,NGO_0999,98.911,643,7,0,1,643,1,643,0.0,1292.0,643,1.0,<=>
2917,NMB1539,NGO_10180,85.455,110,16,0,1,110,1,110,1.45e-66,202.0,336,0.3273809523809524,->
2930,NMB1540,NGO_1495,42.316,976,468,24,1,944,1,913,0.0,671.0,944,1.0338983050847457,->
2935,NMB1541,NGO_1496,30.126,717,395,31,5,678,7,660,1.3399999999999998e-54,196.0,738,0.9715447154471545,->
2938,NMB1543,NGO_1146,55.278,360,148,5,3,357,44,395,3.75e-138,397.0,405,0.8888888888888888,<=>
2941,NMB1544,NGO_1145,67.01,97,31,1,1,97,1,96,9.299999999999999e-45,136.0,104,0.9326923076923077,->
2944,NMB1545,NGO_1144,60.606,66,26,0,2,67,3,68,1.58e-26,88.2,67,0.9850746268656716,->
2947,NMB1547,NGO_1267,32.258,93,61,2,1,92,1,92,2.41e-11,51.6,101,0.9207920792079208,->
2949,NMB1548,NGO_1140,71.097,474,128,4,70,541,34,500,0.0,692.0,549,0.8633879781420765,->
2952,NMB1550,NGO_1646,96.842,95,3,0,1,95,1,95,1.84e-61,178.0,95,1.0,->
2955,NMB1551,NGO_1647,95.368,367,17,0,1,367,1,367,0.0,746.0,368,0.9972826086956522,->
2960,NMB1552,NGO_1648,98.433,319,5,0,1,319,1,319,0.0,639.0,319,1.0,->
2969,NMB1553,NGO_10180,83.654,104,17,0,1,104,1,104,2.23e-62,182.0,106,0.9811320754716981,->
2975,NMB1554,NGO_1212,98.349,545,9,0,1,545,1,545,0.0,1112.0,545,1.0,<=>
2976,NMB1555,NGO_1213,96.409,557,20,0,1,557,1,557,0.0,1098.0,557,1.0,<=>
2978,NMB1556,NGO_1214,97.554,368,9,0,1,368,1,368,0.0,745.0,368,1.0,<=>
2979,NMB1557,NGO_1215,96.203,158,6,0,1,158,1,158,3.2500000000000003e-109,303.0,158,1.0,<=>
2980,NMB1558,NGO_1216,96.094,128,5,0,1,128,1,128,1.4e-86,244.0,128,1.0,<=>
2981,NMB1559,NGO_1217,95.298,319,15,0,2,320,1,319,0.0,603.0,320,0.996875,<=>
2982,NMB1560,NGO_1218,96.803,563,18,0,1,563,1,563,0.0,1140.0,563,1.0,<=>
2985,NMB1561,NGO_1219,95.349,258,12,0,1,258,1,258,0.0,500.0,258,1.0,<=>
2986,NMB1562,NGO_1220,94.684,301,16,0,1,301,1,301,0.0,510.0,301,1.0,<=>
2987,NMB1563,NGO_1221,98.745,239,3,0,1,239,1,239,2.07e-174,475.0,239,1.0,<=>
2988,NMB1564,NGO_1222,97.163,141,4,0,1,141,1,141,5.95e-100,279.0,141,1.0,<=>
2989,NMB1565,NGO_1223,97.768,224,5,0,1,224,1,224,3.6200000000000006e-163,446.0,224,1.0,<=>
2990,NMB1566,NGO_1224,97.129,209,6,0,1,209,1,209,1.34e-151,415.0,209,1.0,<=>
2992,NMB1567,NGO_1225,97.802,273,6,0,1,273,1,273,0.0,538.0,273,1.0,<=>
2994,NMB1568,NGO_1226,92.517,147,11,0,1,147,1,147,2.11e-102,285.0,147,1.0,<=>
2995,NMB1570,NGO_1228,97.849,372,8,0,1,372,1,372,0.0,746.0,372,1.0,<=>
2996,NMB1571,NGO_1229,94.958,357,18,0,1,357,1,357,0.0,688.0,357,1.0,<=>
2997,NMB1572,NGO_1231,98.608,862,12,0,1,862,1,862,0.0,1749.0,862,1.0,<=>
2999,NMB1573,NGO_1232,96.988,332,10,0,1,332,1,332,0.0,667.0,332,1.0,<=>
3001,NMB1574,NGO_1233,98.817,338,4,0,1,338,1,338,0.0,687.0,338,1.0,<=>
3002,NMB1575,NGO_1234,98.958,96,1,0,1,96,1,96,5.05e-68,195.0,98,0.9795918367346939,<=>
3003,NMB1576,NGO_1235,100.0,164,0,0,1,164,1,164,4.83e-116,321.0,164,1.0,<=>
3004,NMB1577,NGO_1236,98.958,576,6,0,1,576,1,576,0.0,1177.0,576,1.0,<=>
3005,NMB1578,NGO_1237,97.706,218,5,0,1,218,1,218,7.93e-159,434.0,218,1.0,<=>
3007,NMB1579,NGO_1238,98.618,217,3,0,1,217,1,217,1.2100000000000001e-157,431.0,218,0.9954128440366973,<=>
3008,NMB1580,NGO_1239,95.0,300,11,1,1,300,1,296,0.0,579.0,300,1.0,<=>
3009,NMB1581,NGO_1240,99.07,430,4,0,1,430,1,430,0.0,880.0,430,1.0,<=>
3010,NMB1582,NGO_1241,92.179,358,28,0,1,358,1,358,0.0,688.0,366,0.9781420765027322,<=>
3012,NMB1583,NGO_1242,97.697,304,7,0,3,306,1,304,0.0,614.0,306,0.9934640522875817,<=>
3013,NMB1584,NGO_1243,97.586,290,7,0,1,290,1,290,0.0,570.0,290,1.0,<=>
3014,NMB1585,NGO_1244,93.056,144,10,0,1,144,1,144,7.7e-100,279.0,144,1.0,<=>
3015,NMB1586,NGO_1245,95.502,289,13,0,1,289,1,289,0.0,559.0,289,1.0,<=>
3016,NMB1587,NGO_1246,96.866,351,11,0,18,368,1,351,0.0,689.0,368,0.9538043478260869,<=>
3018,NMB1588,NGO_1247,92.553,188,14,0,1,188,1,188,7.5e-116,323.0,188,1.0,<=>
3019,NMB1590,NGO_1249,98.214,112,2,0,1,112,1,112,1.07e-74,213.0,112,1.0,<=>
3020,NMB1591,NGO_1250,93.116,276,19,0,27,302,6,281,0.0,532.0,302,0.9139072847682119,<=>
3021,NMB1592,NGO_1251,95.706,163,7,0,1,163,4,166,2.08e-118,327.0,163,1.0,<=>
3022,NMB1593,NGO_1252,97.222,288,8,0,1,288,14,301,0.0,553.0,288,1.0,<=>
3023,NMB1594,NGO_1253,97.613,377,9,0,1,377,6,382,0.0,760.0,377,1.0,<=>
3026,NMB1595,NGO_1254,97.365,873,23,0,1,873,1,873,0.0,1755.0,875,0.9977142857142857,<=>
3027,NMB1601,NGO_10180,86.111,108,15,0,1,108,1,108,7.92e-65,198.0,336,0.32142857142857145,->
3040,NMB1602,NGO_04785,91.473,129,11,0,148,276,8,136,3.2100000000000004e-79,236.0,373,0.34584450402144773,->
3049,NMB1604,NGO_1258,98.684,228,3,0,1,228,1,228,5.94e-170,463.0,228,1.0,<=>
3050,NMB1605,NGO_1259,97.135,768,22,0,1,768,1,768,0.0,1521.0,768,1.0,<=>
3052,NMB1606,NGO_1260,77.745,337,73,1,1,335,1,337,0.0,536.0,506,0.66600790513834,<=>
3053,NMB1607,NGO_1260,72.84,81,17,1,79,154,493,573,1.2799999999999999e-30,111.0,156,0.5192307692307693,->
3055,NMB1608,NGO_1261,94.821,251,13,0,1,251,1,251,8.22e-180,490.0,251,1.0,<=>
3056,NMB1609,NGO_1149,95.128,390,16,1,1,390,1,387,0.0,756.0,390,1.0,<=>
3058,NMB1610,NGO_1150,85.992,257,33,1,1,254,1,257,4.34e-166,456.0,254,1.0118110236220472,<=>
3059,NMB1611,NGO_1151,98.81,84,1,0,1,84,1,84,2.39e-57,167.0,84,1.0,<=>
3060,NMB1612,NGO_1152,98.141,269,5,0,1,269,1,269,0.0,536.0,269,1.0,<=>
3063,NMB1613,NGO_06020,99.344,305,2,0,1,305,1,305,0.0,631.0,508,0.6003937007874016,<=>
3065,NMB1614,NGO_1154,99.788,471,1,0,1,471,1,471,0.0,944.0,471,1.0,<=>
3066,NMB1616,NGO_1160,97.398,269,7,0,1,269,1,269,0.0,540.0,269,1.0,<=>
3067,NMB1617,NGO_1161,97.222,288,8,0,1,288,1,288,0.0,582.0,290,0.993103448275862,<=>
3069,NMB1618,NGO_1162,95.205,146,7,0,1,146,1,146,3.6899999999999994e-104,290.0,146,1.0,<=>
3070,NMB1619,NGO_1273,94.074,135,8,0,1,135,1,135,1.84e-95,267.0,135,1.0,<=>
3071,NMB1620,NGO_1274,96.962,395,11,1,1,395,1,394,0.0,778.0,395,1.0,<=>
3072,NMB1621,NGO_1237,25.683,183,101,10,5,178,62,218,0.000332,35.8,178,1.0280898876404494,->
3073,NMB1622,NGO_1275,98.271,752,13,0,1,752,1,752,0.0,1514.0,752,1.0,<=>
3074,NMB1623,NGO_1276,97.455,393,8,1,1,391,1,393,0.0,776.0,391,1.0051150895140666,<=>
3076,NMB1624,NGO_1277,97.619,252,6,0,1,252,1,252,0.0,516.0,252,1.0,<=>
3077,NMB1625,NGO_1648,98.433,319,5,0,1,319,1,319,0.0,639.0,319,1.0,<=>
3086,NMB1626,NGO_1647,95.368,367,17,0,1,367,1,367,0.0,746.0,368,0.9972826086956522,<=>
3091,NMB1627,NGO_1646,96.842,95,3,0,1,95,1,95,1.84e-61,178.0,95,1.0,<=>
3094,NMB1628,NGO_1265,72.495,469,120,4,44,510,38,499,0.0,695.0,518,0.9054054054054054,->
3097,NMB1629,NGO_1141,46.847,111,44,4,18,120,1,104,9.18e-24,84.3,122,0.9098360655737705,->
3098,NMB1630,NGO_1267,31.183,93,62,2,1,92,1,92,2.29e-10,48.9,101,0.9207920792079208,->
3100,NMB1632,NGO_1144,60.606,66,26,0,2,67,3,68,1.58e-26,88.2,67,0.9850746268656716,<=>
3103,NMB1633,NGO_1145,67.01,97,31,1,1,97,1,96,9.299999999999999e-45,136.0,104,0.9326923076923077,<=>
3106,NMB1634,NGO_1146,55.211,355,148,5,5,357,46,391,1.1299999999999999e-136,393.0,403,0.8808933002481389,->
3109,NMB1637,NGO_1279,97.849,186,4,0,1,186,1,186,1.3399999999999999e-137,378.0,186,1.0,<=>
3110,NMB1638,NGO_06735,98.943,473,5,0,73,545,1,473,0.0,982.0,545,0.8678899082568807,<=>
3114,NMB1639,NGO_1282,84.314,102,14,1,3,104,4,103,3.08e-56,166.0,110,0.9272727272727272,<=>
3115,NMB1640,NGO_1283,95.393,369,17,0,1,369,1,369,0.0,732.0,369,1.0,<=>
