Locus Tag ID,Annotation,Amino Acid Length/Accession Number,Protein Description,Protein.ID,Location,Percent.Identity,,,,,,,,,,,
NGO_0088,New_annotation_FA1090,"473aa, >lcl|AE004969.1 prot AAW88849.1 83",polysaccharide biosynthesis family protein,AAW88849.1,complement(95640..97061),100%,,,,,,,,,,,
NGO0088,Old_annotation_FA1090,"473aa, >lcl|NC 002946.2 cdsid YP 207261.1",hypothetical protein,YP_207261.1,complement(95640..97061),100%,,,,,,,,,,,
NGO_0089,New_annotation_FA1090,"369aa, >lcl|AE004969.1 prot AAW88850.1 84",DeoR faimly transcriptional regulator,AAW88850.1,complement(97256..98365),100%,,,,,,,,,,,
NGO0089,Old_annotation_FA1090,"369aa, >lcl|NC 002946.2 cdsid YP 207262.1",diaminohydroxyphosphoribosylaminopyrimidine deaminase,YP_207262.1,complement(97256..98365),100%,,,,,,,,,,,
NGO_0090,New_annotation_FA1090,"150aa, >lcl|AE004969.1 prot AAW88851.1 85",NrdR family transcriptional regulator,AAW88851.1,complement(98397..98849),100%,,,,,,,,,,,
NGO0090,Old_annotation_FA1090,"150aa, >lcl|NC 002946.2 cdsid YP 207263.1",transcriptional regulator NrdR,YP_207263.1,complement(98397..98849),100%,,,,,,,,,,,
NGO_0091,New_annotation_FA1090,"280aa, >lcl|AE004969.1 prot AAW88852.1 86",glutamine amidotransferase,AAW88852.1,complement(98878..99720),100%,,,,,,,,,,,
NGO0091,Old_annotation_FA1090,"280aa, >lcl|NC 002946.2 cdsid YP 207264.1",hypothetical protein,YP_207264.1,complement(98878..99720),100%,,,,,,,,,,,
NGO_0092,New_annotation_FA1090,"359aa, >lcl|AE004969.1 prot AAW88853.1 87",3-dehydroquinate synthase,AAW88853.1,complement(100459..101538),100%,,,,,,,,,,,
NGO0092,Old_annotation_FA1090,"359aa, >lcl|NC 002946.2 cdsid YP 207265.1",3-dehydroquinate synthase,YP_207265.1,complement(100459..101538),100%,,,,,,,,,,,
NGO_0093,New_annotation_FA1090,"170aa, >lcl|AE004969.1 prot AAW88854.1 88",shikimate kinase,AAW88854.1,complement(101618..102130),100%,,,,,,,,,,,
NGO0093,Old_annotation_FA1090,"170aa, >lcl|NC 002946.2 cdsid YP 207266.1",shikimate kinase,YP_207266.1,complement(101618..102130),100%,,,,,,,,,,,
NGO_00500,New_annotation_FA1090,"45aa, >lcl|AE004969.1 prot AKO63592.1 89",phage associated protein,AKO63592.1,103086..103223,Present only in new annotation,,,,,,,,,,,
NGO_0094,New_annotation_FA1090,"723aa, >lcl|AE004969.1 prot AAW88855.1 90",pilus assembly protein PilQ,AAW88855.1,complement(103398..105569),100%,,,,,,,,,,,
NGO0094,Old_annotation_FA1090,"723aa, >lcl|NC 002946.2 cdsid YP 207267.1",hypothetical protein,YP_207267.1,complement(103398..105569),100%,,,,,,,,,,,
NGO_0095,New_annotation_FA1090,"181aa, >lcl|AE004969.1 prot AAW88856.1 91",pilin assembly protein,AAW88856.1,complement(105588..106133),100%,,,,,,,,,,,
NGO0095,Old_annotation_FA1090,"181aa, >lcl|NC 002946.2 cdsid YP 207268.1",PilP protein,YP_207268.1,complement(105588..106133),100%,,,,,,,,,,,
NGO_0096,New_annotation_FA1090,"215aa, >lcl|AE004969.1 prot AAW88857.1 92",pilus assembly protein PilO,AAW88857.1,complement(106151..106798),100%,,,,,,,,,,,
NGO0096,Old_annotation_FA1090,"215aa, >lcl|NC 002946.2 cdsid YP 207269.1",hypothetical protein,YP_207269.1,complement(106151..106798),100%,,,,,,,,,,,
NGO_0097,New_annotation_FA1090,"199aa, >lcl|AE004969.1 prot AAW88858.1 93",pilus assembly protein PilP,AAW88858.1,complement(106799..107398),100%,,,,,,,,,,,
NGO0097,Old_annotation_FA1090,"199aa, >lcl|NC 002946.2 cdsid YP 207270.1",PilN,YP_207270.1,complement(106799..107398),100%,,,,,,,,,,,
NGO_0098,New_annotation_FA1090,"371aa, >lcl|AE004969.1 prot AAW88859.1 94",pilus assembly protein PilM,AAW88859.1,complement(107401..108516),100%,,,,,,,,,,,
NGO0098,Old_annotation_FA1090,"371aa, >lcl|NC 002946.2 cdsid YP 207271.1",hypothetical protein,YP_207271.1,complement(107401..108516),100%,,,,,,,,,,,
NGO_0099,New_annotation_FA1090,"798aa, >lcl|AE004969.1 prot AAW88860.1 95",peptidase,AAW88860.1,108668..111064,100%,,,,,,,,,,,
NGO0099,Old_annotation_FA1090,"798aa, >lcl|NC 002946.2 cdsid YP 207272.1",penicillin-binding protein 1,YP_207272.1,108668..111064,100%,,,,,,,,,,,
NGO_0100,New_annotation_FA1090,"209aa, >lcl|AE004969.1 prot AAW88861.2 96",GTP-binding protein,AAW88861.2,complement(111184..111813),100%,,,,,,,,,,,
NGO0100,Old_annotation_FA1090,"211 aa, >lcl |NC_002946.2_cdsid_YP_207273.1",putative GTPase,YP_207273.1,complement(111184..111819),<100%,,,,,,,,,,,
NGO_0101,New_annotation_FA1090,"207aa, >lcl|AE004969.1 prot AAW88862.1 97",cytochrome C,AAW88862.1,112020..112643,100%,,,,,,,,,,,
NGO0101,Old_annotation_FA1090,"207aa, >lcl|NC 002946.2 cdsid YP 207274.1",cytochrome precursor,YP_207274.1,112020..112643,100%,,,,,,,,,,,
NGO_00545,New_annotation_FA1090,"67aa, >lcl|AE004969.1 prot AKO63593.1 98",hypothetical protein,AKO63593.1,complement(112719..112922),Present only in new annotation,,,,,,,,,,,
NGO0102,Old_annotation_FA1090,"671 aa, >lcl |NC_002946.2_cdsid_YP_207275.1",putative cytochrome biogenesis protein,YP_207275.1,112858..114873,<100%,,,,,,,,,,,
NGO_0102,New_annotation_FA1090,"650aa, >lcl|AE004969.1 prot AAW88863.2 99",cytochrome C biogenesis protein,AAW88863.2,112921..114873,100%,,,,,,,,,,,
NGO_0103,New_annotation_FA1090,"395aa, >lcl|AE004969.1 prot AAW88864.1 100",cytochrome C biogenesis protein,AAW88864.1,114866..116053,100%,,,,,,,,,,,
NGO0103,Old_annotation_FA1090,"395aa, >lcl|NC 002946.2 cdsid YP 207276.1",cytochrome synthesis protein,YP_207276.1,114866..116053,100%,,,,,,,,,,,
NGO_0104,New_annotation_FA1090,"354aa, >lcl|AE004969.1 prot AAW88865.1 101",UGMP family protein,AAW88865.1,116169..117233,100%,,,,,,,,,,,
NGO0104,Old_annotation_FA1090,"354aa, >lcl|NC 002946.2 cdsid YP 207277.1",DNA-binding/iron metalloprotein/AP endonuclease,YP_207277.1,116169..117233,100%,,,,,,,,,,,
NGO_0105,New_annotation_FA1090,"282aa, >lcl|AE004969.1 prot AAW88866.2 102",lauroyl acyltransferase,AAW88866.2,complement(117278..118126),100%,,,,,,,,,,,
NGO0105,Old_annotation_FA1090,"297 aa, >lcl |NC_002946.2_cdsid_YP_207278.1",putative acyltransferase,YP_207278.1,complement(117278..118171),<100%,,,,,,,,,,,
NGO_00570,New_annotation_FA1090,"67aa, >lcl|AE004969.1 prot AKO63594.1 103",hypothetical protein,AKO63594.1,complement(118265..118468),Present only in new annotation,,,,,,,,,,,
NGO_0106,New_annotation_FA1090,"389aa, >lcl|AE004969.1 prot AAW88867.2 104",S-adenosylmethionine synthetase,AAW88867.2,118517..119686,100%,,,,,,,,,,,
NGO0106,Old_annotation_FA1090,"389aa, >lcl|NC 002946.2 cdsid YP 207279.2",S-adenosylmethionine synthetase,YP_207279.2,118517..119686,100%,,,,,,,,,,,
NGO_0107,New_annotation_FA1090,"469aa, >lcl|AE004969.1 prot AAW88868.1 105",peptidase S13,AAW88868.1,complement(119751..121160),100%,,,,,,,,,,,
NGO0107,Old_annotation_FA1090,"469aa, >lcl|NC 002946.2 cdsid YP 207280.1","carboxypeptidase, penicillin binding protein",YP_207280.1,complement(119751..121160),100%,,,,,,,,,,,
NGO_0108,New_annotation_FA1090,"161aa, >lcl|AE004969.1 prot AAW88869.1 106",oxidoreductase,AAW88869.1,121405..121890,100%,,,,,,,,,,,
NGO0108,Old_annotation_FA1090,"161aa, >lcl|NC 002946.2 cdsid YP 207281.1",hypothetical protein,YP_207281.1,121405..121890,100%,,,,,,,,,,,
NGO_0109,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW88870.1 107",hypothetical protein,AAW88870.1,121880..122068,100%,,,,,,,,,,,
NGO0109,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 207282.1",hypothetical protein,YP_207282.1,121880..122068,100%,,,,,,,,,,,
NGO_00595,New_annotation_FA1090,"59aa, >lcl|AE004969.1 prot AKO63595.1 108",hypothetical protein,AKO63595.1,122065..122244,Present only in new annotation,,,,,,,,,,,
NGO_0110,New_annotation_FA1090,"437aa, >lcl|AE004969.1 prot AAW88871.1 109",citrate transporter,AAW88871.1,122259..123572,100%,,,,,,,,,,,
NGO0110,Old_annotation_FA1090,"437aa, >lcl|NC 002946.2 cdsid YP 207283.1",magnesium citrate secondary transporter,YP_207283.1,122259..123572,100%,,,,,,,,,,,
NGO_0112,New_annotation_FA1090,"416aa, >lcl|AE004969.1 prot AAW88872.1 110",histidine kinase,AAW88872.1,124550..125800,100%,,,,,,,,,,,
NGO0112,Old_annotation_FA1090,"416aa, >lcl|NC 002946.2 cdsid YP 207284.1",two-component system sensor kinase,YP_207284.1,124550..125800,100%,,,,,,,,,,,
NGO_0113,New_annotation_FA1090,"497aa, >lcl|AE004969.1 prot AAW88873.1 111",ribonuclease G,AAW88873.1,complement(125835..127328),100%,,,,,,,,,,,
NGO0113,Old_annotation_FA1090,"497aa, >lcl|NC 002946.2 cdsid YP 207285.1",ribonuclease G / cytoplasmic axial filament protein,YP_207285.1,complement(125835..127328),100%,,,,,,,,,,,
NGO_0114,New_annotation_FA1090,"85aa, >lcl|AE004969.1 prot AAW88874.1 112",glutaredoxin,AAW88874.1,127547..127804,100%,,,,,,,,,,,
NGO0114,Old_annotation_FA1090,"85aa, >lcl|NC 002946.2 cdsid YP 207286.1",glutaredoxin,YP_207286.1,127547..127804,100%,,,,,,,,,,,
NGO_0116,New_annotation_FA1090,"147aa, >lcl|AE004969.1 prot AAW88876.1 113",preprotein translocase subunit SecB,AAW88876.1,127825..128268,100%,,,,,,,,,,,
NGO0116,Old_annotation_FA1090,"147aa, >lcl|NC 002946.2 cdsid YP 207288.1",preprotein translocase subunit SecB,YP_207288.1,127825..128268,100%,,,,,,,,,,,
NGO0117,Old_annotation_FA1090,"680aa, >lcl|NC 002946.2 cdsid YP 207289.1",ATP-dependent DNA helicase RecG,YP_207289.1,128354..130396,100%,,,,,,,,,,,
NGO_0117,New_annotation_FA1090,"679aa, >lcl|AE004969.1 prot AAW88877.2 114",ATP-dependent DNA helicase RecG,AAW88877.2,128357..130396,100%,,,,,,,,,,,
NGO_0118,New_annotation_FA1090,"347aa, >lcl|AE004969.1 prot AAW88878.1 115",N-acetyl-gamma-glutamyl-phosphate reductase,AAW88878.1,complement(130990..132033),100%,,,,,,,,,,,
NGO0118,Old_annotation_FA1090,"347aa, >lcl|NC 002946.2 cdsid YP 207290.1",N-acetyl-gamma-glutamyl-phosphate reductase,YP_207290.1,complement(130990..132033),100%,,,,,,,,,,,
NGO_0119,New_annotation_FA1090,"97aa, >lcl|AE004969.1 prot AAW88879.1 116",peptide ABC transporter substrate-binding protein,AAW88879.1,complement(132030..132323),100%,,,,,,,,,,,
NGO0119,Old_annotation_FA1090,"97aa, >lcl|NC 002946.2 cdsid YP 207291.1",hypothetical protein,YP_207291.1,complement(132030..132323),100%,,,,,,,,,,,
NGO_0120,New_annotation_FA1090,"42aa, >lcl|AE004969.1 prot AAW88880.1 117",hypothetical protein,AAW88880.1,132347..132475,100%,,,,,,,,,,,
NGO0120,Old_annotation_FA1090,"42aa, >lcl|NC 002946.2 cdsid YP 207292.1",hypothetical protein,YP_207292.1,132347..132475,100%,,,,,,,,,,,
NGO_0121,New_annotation_FA1090,"384aa, >lcl|AE004969.1 prot AAW88881.1 118",cupin,AAW88881.1,132575..133729,100%,,,,,,,,,,,
NGO0121,Old_annotation_FA1090,"384aa, >lcl|NC 002946.2 cdsid YP 207293.1",hypothetical protein,YP_207293.1,132575..133729,100%,,,,,,,,,,,
NGO_00655,New_annotation_FA1090,"75aa, >lcl|AE004969.1 prot AKO63596.1 119",membrane protein,AKO63596.1,133738..133965,Present only in new annotation,,,,,,,,,,,
NGO0122,Old_annotation_FA1090,"135 aa, >lcl |NC_002946.2_cdsid_YP_207294.1",conserved hypothetical protein,YP_207294.1,133904..134311,<100%,,,,,,,,,,,
NGO_0122,New_annotation_FA1090,"117aa, >lcl|AE004969.1 prot AAW88882.2 120",hypothetical protein,AAW88882.2,133958..134311,100%,,,,,,,,,,,
NGO_0123,New_annotation_FA1090,"424aa, >lcl|AE004969.1 prot AAW88883.1 121",hemolysin D,AAW88883.1,134372..135646,100%,,,,,,,,,,,
NGO0123,Old_annotation_FA1090,"424aa, >lcl|NC 002946.2 cdsid YP 207295.1",secretion protein,YP_207295.1,134372..135646,100%,,,,,,,,,,,
NGO0124,Old_annotation_FA1090,"115 aa, >lcl |NC_002946.2_cdsid_YP_207296.1",hypothetical protein,YP_207296.1,135831..136178,<100%,,,,,,,,,,,
NGO_0124,New_annotation_FA1090,"110aa, >lcl|AE004969.1 prot AAW88884.2 122",hypothetical protein,AAW88884.2,135846..136178,100%,,,,,,,,,,,
NGO_0125,New_annotation_FA1090,"71aa, >lcl|AE004969.1 prot AAW88885.1 123",hypothetical protein,AAW88885.1,136192..136407,100%,,,,,,,,,,,
NGO0125,Old_annotation_FA1090,"71aa, >lcl|NC 002946.2 cdsid YP 207297.1",hypothetical protein,YP_207297.1,136192..136407,100%,,,,,,,,,,,
NGO_00680,New_annotation_FA1090,"255aa, >lcl|AE004969.1 prot AKO63597.1 124",peptidase C39,AKO63597.1,136509..137276,Present only in new annotation,,,,,,,,,,,
NGO_00685,New_annotation_FA1090,"93aa, >lcl|AE004969.1 prot AKO63598.1 125",ABC transporter,AKO63598.1,137469..137750,Present only in new annotation,,,,,,,,,,,
NGO_0127,New_annotation_FA1090,"408aa, >lcl|AE004969.1 prot AAW88886.1 126",ribonuclease BN,AAW88886.1,complement(137771..138997),100%,,,,,,,,,,,
NGO0127,Old_annotation_FA1090,"408aa, >lcl|NC 002946.2 cdsid YP 207298.1",ribonuclease BN/hypothetical protein,YP_207298.1,complement(137771..138997),100%,,,,,,,,,,,
NGO_0129,New_annotation_FA1090,"224aa, >lcl|AE004969.1 prot AAW88888.1 127",7-cyano-7-deazaguanine synthase,AAW88888.1,139485..140159,100%,,,,,,,,,,,
NGO0129,Old_annotation_FA1090,"224aa, >lcl|NC 002946.2 cdsid YP 207300.1",YbaX,YP_207300.1,139485..140159,100%,,,,,,,,,,,
NGO_0130,New_annotation_FA1090,"171aa, >lcl|AE004969.1 prot AAW88889.1 128",hypothetical protein,AAW88889.1,140187..140702,100%,,,,,,,,,,,
NGO0130,Old_annotation_FA1090,"171aa, >lcl|NC 002946.2 cdsid YP 207301.1",hypothetical protein,YP_207301.1,140187..140702,100%,,,,,,,,,,,
NGO_0131,New_annotation_FA1090,"140aa, >lcl|AE004969.1 prot AAW88890.1 129","6-carboxy-5,6,7,8-tetrahydropterin synthase",AAW88890.1,140790..141212,100%,,,,,,,,,,,
NGO0131,Old_annotation_FA1090,"140aa, >lcl|NC 002946.2 cdsid YP 207302.1",6-pyruvoyl tetrahydrobiopterin synthase,YP_207302.1,140790..141212,100%,,,,,,,,,,,
NGO0132,Old_annotation_FA1090,"335 aa, >lcl |NC_002946.2_cdsid_YP_207303.1",conserved hypothetical protein,YP_207303.1,141478..142485,<100%,,,,,,,,,,,
NGO_00720,New_annotation_FA1090,"212aa, >lcl|AE004969.1 prot AKO63599.1 130",7-carboxy-7-deazaguanine synthase,AKO63599.1,141847..142485,100%,,,,,,,,,,,
NGO_0135,New_annotation_FA1090,"361aa, >lcl|AE004969.1 prot AAW88893.1 131",beta-hexosaminidase,AAW88893.1,complement(142978..144063),100%,,,,,,,,,,,
NGO0135,Old_annotation_FA1090,"361aa, >lcl|NC 002946.2 cdsid YP 207305.1",beta-hexosaminidase,YP_207305.1,complement(142978..144063),100%,,,,,,,,,,,
NGO_0136,New_annotation_FA1090,"506aa, >lcl|AE004969.1 prot AAW88894.1 132",hypothetical protein,AAW88894.1,complement(144120..145640),100%,,,,,,,,,,,
NGO0136,Old_annotation_FA1090,"506aa, >lcl|NC 002946.2 cdsid YP 207306.1",hypothetical protein,YP_207306.1,complement(144120..145640),100%,,,,,,,,,,,
NGO_0137,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW88895.1 133",hypothetical protein,AAW88895.1,145668..145817,100%,,,,,,,,,,,
NGO0137,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 207307.1",hypothetical protein,YP_207307.1,145668..145817,100%,,,,,,,,,,,
NGO_0138,New_annotation_FA1090,"499aa, >lcl|AE004969.1 prot AAW88896.1 134",protease Do,AAW88896.1,complement(145843..147342),100%,,,,,,,,,,,
NGO0138,Old_annotation_FA1090,"499aa, >lcl|NC 002946.2 cdsid YP 207308.1",serine protease,YP_207308.1,complement(145843..147342),100%,,,,,,,,,,,
NGO_0139,New_annotation_FA1090,"209aa, >lcl|AE004969.1 prot AAW88897.1 135",endonuclease III,AAW88897.1,complement(147480..148109),100%,,,,,,,,,,,
NGO0139,Old_annotation_FA1090,"209aa, >lcl|NC 002946.2 cdsid YP 207309.1",endonuclease III,YP_207309.1,complement(147480..148109),100%,,,,,,,,,,,
NGO_0140,New_annotation_FA1090,"178aa, >lcl|AE004969.1 prot AAW88898.1 136",hypothetical protein,AAW88898.1,complement(148156..148692),100%,,,,,,,,,,,
NGO0140,Old_annotation_FA1090,"178aa, >lcl|NC 002946.2 cdsid YP 207310.1",hypothetical protein,YP_207310.1,complement(148156..148692),100%,,,,,,,,,,,
NGO_0141,New_annotation_FA1090,"48aa, >lcl|AE004969.1 prot AAW88899.1 137",hypothetical protein,AAW88899.1,148719..148865,100%,,,,,,,,,,,
NGO0141,Old_annotation_FA1090,"48aa, >lcl|NC 002946.2 cdsid YP 207311.1",hypothetical protein,YP_207311.1,148719..148865,100%,,,,,,,,,,,
NGO0142,Old_annotation_FA1090,"426 aa, >lcl |NC_002946.2_cdsid_YP_207312.1",putative sugar transporter,YP_207312.1,148948..150228,<100%,,,,,,,,,,,
NGO_0142,New_annotation_FA1090,"407aa, >lcl|AE004969.1 prot AAW88900.2 138",major facilitator transporter,AAW88900.2,149005..150228,100%,,,,,,,,,,,
NGO_0143,New_annotation_FA1090,"459aa, >lcl|AE004969.1 prot AAW88901.1 139",sodium:proton antiporter,AAW88901.1,150518..151897,100%,,,,,,,,,,,
NGO0143,Old_annotation_FA1090,"459aa, >lcl|NC 002946.2 cdsid YP 207313.1",hypothetical protein,YP_207313.1,150518..151897,100%,,,,,,,,,,,
NGO_0144,New_annotation_FA1090,"274aa, >lcl|AE004969.1 prot AAW88902.1 140",cation transporter,AAW88902.1,complement(152040..152864),100%,,,,,,,,,,,
NGO0144,Old_annotation_FA1090,"274aa, >lcl|NC 002946.2 cdsid YP 207314.1",hypothetical protein,YP_207314.1,complement(152040..152864),100%,,,,,,,,,,,
NGO_0145,New_annotation_FA1090,"171aa, >lcl|AE004969.1 prot AAW88903.2 141",rRNA maturation factor,AAW88903.2,complement(152866..153381),100%,,,,,,,,,,,
NGO0145,Old_annotation_FA1090,"211 aa, >lcl |NC_002946.2_cdsid_YP_207315.1",conserved hypothetical protein,YP_207315.1,complement(152866..153501),<100%,,,,,,,,,,,
NGO_0146,New_annotation_FA1090,"311aa, >lcl|AE004969.1 prot AAW88904.1 142",porphobilinogen deaminase,AAW88904.1,153500..154435,100%,,,,,,,,,,,
NGO0146,Old_annotation_FA1090,"311aa, >lcl|NC 002946.2 cdsid YP 207316.1",porphobilinogen deaminase,YP_207316.1,153500..154435,100%,,,,,,,,,,,
NGO_00790,New_annotation_FA1090,"94aa, >lcl|AE004969.1 prot AKO63600.1 143",membrane protein,AKO63600.1,complement(154721..155005),Present only in new annotation,,,,,,,,,,,
NGO_00795,New_annotation_FA1090,"162aa, >lcl|AE004969.1 prot AKO63601.1 144",hypothetical protein,AKO63601.1,155779..156267,Present only in new annotation,,,,,,,,,,,
NGO_0147,New_annotation_FA1090,"361aa, >lcl|AE004969.1 prot AAW88905.1 145",FAD-dependent oxidoreductase,AAW88905.1,complement(156345..157430),100%,,,,,,,,,,,
NGO0147,Old_annotation_FA1090,"361aa, >lcl|NC 002946.2 cdsid YP 207317.1",hypothetical protein,YP_207317.1,complement(156345..157430),100%,,,,,,,,,,,
NGO_0148,New_annotation_FA1090,"71aa, >lcl|AE004969.1 prot AAW88906.1 146",hypothetical protein,AAW88906.1,complement(157367..157582),100%,,,,,,,,,,,
NGO0148,Old_annotation_FA1090,"71aa, >lcl|NC 002946.2 cdsid YP 207318.1",hypothetical protein,YP_207318.1,complement(157367..157582),100%,,,,,,,,,,,
NGO_0149,New_annotation_FA1090,"457aa, >lcl|AE004969.1 prot AAW88907.1 147",RNA helicase,AAW88907.1,complement(157762..159135),100%,,,,,,,,,,,
NGO0149,Old_annotation_FA1090,"457aa, >lcl|NC 002946.2 cdsid YP 207319.1",ATP-dependent RNA helicase,YP_207319.1,complement(157762..159135),100%,,,,,,,,,,,
NGO_0150,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW88908.1 148",hypothetical protein,AAW88908.1,complement(159159..159347),100%,,,,,,,,,,,
NGO0150,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 207320.1",hypothetical protein,YP_207320.1,complement(159159..159347),100%,,,,,,,,,,,
NGO_0151,New_annotation_FA1090,"334aa, >lcl|AE004969.1 prot AAW88909.1 149",tRNA-dihydrouridine synthase B,AAW88909.1,159349..160353,100%,,,,,,,,,,,
NGO0151,Old_annotation_FA1090,"334aa, >lcl|NC 002946.2 cdsid YP 207321.1",hypothetical protein,YP_207321.1,159349..160353,100%,,,,,,,,,,,
NGO_0152,New_annotation_FA1090,"109aa, >lcl|AE004969.1 prot AAW88910.1 150",hypothetical protein,AAW88910.1,160452..160781,100%,,,,,,,,,,,
NGO0152,Old_annotation_FA1090,"109aa, >lcl|NC 002946.2 cdsid YP 207322.1",DNA-binding protein Fis,YP_207322.1,160452..160781,100%,,,,,,,,,,,
NGO_0153,New_annotation_FA1090,"178aa, >lcl|AE004969.1 prot AAW88911.2 151",crossover junction endodeoxyribonuclease RuvC,AAW88911.2,160784..161320,100%,,,,,,,,,,,
NGO0153,Old_annotation_FA1090,"178aa, >lcl|NC 002946.2 cdsid YP 207323.2",Holliday junction resolvase,YP_207323.2,160784..161320,100%,,,,,,,,,,,
NGO_0154,New_annotation_FA1090,"293aa, >lcl|AE004969.1 prot AAW88912.2 152",lipid A biosynthesis lauroyl acyltransferase,AAW88912.2,161359..162240,100%,,,,,,,,,,,
NGO0154,Old_annotation_FA1090,"289aa, >lcl|NC 002946.2 cdsid YP 207324.1",lipid A biosynthesis lauroyl acyltransferase,YP_207324.1,161371..162240,100%,,,,,,,,,,,
NGO_0155,New_annotation_FA1090,"44aa, >lcl|AE004969.1 prot AAW88913.1 153",hypothetical protein,AAW88913.1,162894..163028,100%,,,,,,,,,,,
NGO0155,Old_annotation_FA1090,"44aa, >lcl|NC 002946.2 cdsid YP 207325.1",hypothetical protein,YP_207325.1,162894..163028,100%,,,,,,,,,,,
NGO_0156,New_annotation_FA1090,"264aa, >lcl|AE004969.1 prot AAW88914.1 154",3'-5' exonuclease,AAW88914.1,163144..163938,100%,,,,,,,,,,,
NGO0156,Old_annotation_FA1090,"264aa, >lcl|NC 002946.2 cdsid YP 207326.1",hypothetical protein,YP_207326.1,163144..163938,100%,,,,,,,,,,,
NGO_0158,New_annotation_FA1090,"867aa, >lcl|AE004969.1 prot AAW88915.1 155",aminopeptidase N,AAW88915.1,164163..166766,100%,,,,,,,,,,,
NGO0158,Old_annotation_FA1090,"867aa, >lcl|NC 002946.2 cdsid YP 207327.1",aminopeptidase,YP_207327.1,164163..166766,100%,,,,,,,,,,,
NGO_0160,New_annotation_FA1090,"63aa, >lcl|AE004969.1 prot AAW88916.1 156",hypothetical protein,AAW88916.1,complement(167614..167805),100%,,,,,,,,,,,
NGO0160,Old_annotation_FA1090,"63aa, >lcl|NC 002946.2 cdsid YP 207328.1",hypothetical protein,YP_207328.1,complement(167614..167805),100%,,,,,,,,,,,
NGO_0161,New_annotation_FA1090,"155aa, >lcl|AE004969.1 prot AAW88917.1 157",hypothetical protein,AAW88917.1,complement(167838..168305),100%,,,,,,,,,,,
NGO0161,Old_annotation_FA1090,"155aa, >lcl|NC 002946.2 cdsid YP 207329.1",hypothetical protein,YP_207329.1,complement(167838..168305),100%,,,,,,,,,,,
NGO_00870,New_annotation_FA1090,"58aa, >lcl|AE004969.1 prot AKO63602.1 158",hypothetical protein,AKO63602.1,complement(168362..168538),100%,,,,,,,,,,,
NGO0162,Old_annotation_FA1090,"126 aa, >lcl |NC_002946.2_cdsid_YP_207330.1",conserved hypothetical protein,YP_207330.1,complement(168362..168742),<100%,,,,,,,,,,,
NGO_0163,New_annotation_FA1090,"125aa, >lcl|AE004969.1 prot AAW88919.1 159",hypothetical protein,AAW88919.1,complement(168745..169122),100%,,,,,,,,,,,
NGO0163,Old_annotation_FA1090,"125aa, >lcl|NC 002946.2 cdsid YP 207331.1",hypothetical protein,YP_207331.1,complement(168745..169122),100%,,,,,,,,,,,
NGO_0164,New_annotation_FA1090,"121aa, >lcl|AE004969.1 prot AAW88920.1 160",hypothetical protein,AAW88920.1,complement(169180..169545),100%,,,,,,,,,,,
NGO0164,Old_annotation_FA1090,"121aa, >lcl|NC 002946.2 cdsid YP 207332.1",hypothetical protein,YP_207332.1,complement(169180..169545),100%,,,,,,,,,,,
